Run,BioProject
SRR11853170,PRJNA634994
SRR11853169,PRJNA634994
SRR11853168,PRJNA634994
SRR11853167,PRJNA634994
SRR11853163,PRJNA634994
SRR11853162,PRJNA634994
SRR11853161,PRJNA634994
SRR11853160,PRJNA634994
SRR11853159,PRJNA634994
SRR11853158,PRJNA634994
SRR11866774,PRJNA635625
SRR11866775,PRJNA635625
SRR11866776,PRJNA635625
SRR11866777,PRJNA635625
SRR11866778,PRJNA635625
SRR11866779,PRJNA635625
SRR11866780,PRJNA635625
SRR11866781,PRJNA635625
SRR11866782,PRJNA635625
SRR11866783,PRJNA635625
SRR11866784,PRJNA635625
SRR11866785,PRJNA635625
SRR11915236,PRJNA636959
SRR11915237,PRJNA636959
SRR11915238,PRJNA636959
SRR11915239,PRJNA636959
SRR11915240,PRJNA636959
SRR11915241,PRJNA636959
SRR11915743,PRJNA636967
SRR11915744,PRJNA636967
SRR11915745,PRJNA636967
SRR11915746,PRJNA636967
SRR11915747,PRJNA636967
SRR11915748,PRJNA636967
SRR11915749,PRJNA636967
SRR11915750,PRJNA636967
SRR11915751,PRJNA636967
SRR11915752,PRJNA636967
SRR11915753,PRJNA636967
SRR11915754,PRJNA636967
SRR11917594,PRJNA637044
SRR11917595,PRJNA637044
SRR11917596,PRJNA637044
SRR11917597,PRJNA637044
SRR11917598,PRJNA637044
SRR11919602,PRJNA637076
SRR11919603,PRJNA637076
SRR11919604,PRJNA637076
SRR11919605,PRJNA637076
SRR11919606,PRJNA637076
SRR11919607,PRJNA637076
SRR11944058,PRJNA637713
SRR11944057,PRJNA637713
SRR11944056,PRJNA637713
SRR11944055,PRJNA637713
SRR11944054,PRJNA637713
SRR11944053,PRJNA637713
SRR11944052,PRJNA637713
SRR11944051,PRJNA637713
SRR11944050,PRJNA637713
SRR11944049,PRJNA637713
SRR11944047,PRJNA637713
SRR11944046,PRJNA637713
SRR11944045,PRJNA637713
SRR11944044,PRJNA637713
SRR11944043,PRJNA637713
SRR11944042,PRJNA637713
SRR11944041,PRJNA637713
SRR11944040,PRJNA637713
SRR11944039,PRJNA637713
SRR11944038,PRJNA637713
SRR11944037,PRJNA637713
SRR11944036,PRJNA637713
SRR11944035,PRJNA637713
SRR11944034,PRJNA637713
SRR11944033,PRJNA637713
SRR11944032,PRJNA637713
SRR11944031,PRJNA637713
SRR11944030,PRJNA637713
SRR11944029,PRJNA637713
SRR11944028,PRJNA637713
SRR11944027,PRJNA637713
SRR11944026,PRJNA637713
SRR11944025,PRJNA637713
SRR11944024,PRJNA637713
SRR11944023,PRJNA637713
SRR11944022,PRJNA637713
SRR11944021,PRJNA637713
SRR11944020,PRJNA637713
SRR11944019,PRJNA637713
SRR11944018,PRJNA637713
SRR11944017,PRJNA637713
SRR11944016,PRJNA637713
SRR11944015,PRJNA637713
SRR11944014,PRJNA637713
SRR11944013,PRJNA637713
SRR11944012,PRJNA637713
SRR11944011,PRJNA637713
SRR11944010,PRJNA637713
SRR11944009,PRJNA637713
SRR11944008,PRJNA637713
SRR11944007,PRJNA637713
SRR11944006,PRJNA637713
SRR11944005,PRJNA637713
SRR11944004,PRJNA637713
SRR11944003,PRJNA637713
SRR11944002,PRJNA637713
SRR11944001,PRJNA637713
SRR11944000,PRJNA637713
SRR11943999,PRJNA637713
SRR11943998,PRJNA637713
SRR11943997,PRJNA637713
SRR11943996,PRJNA637713
SRR11943995,PRJNA637713
SRR11943994,PRJNA637713
SRR11943993,PRJNA637713
SRR11943992,PRJNA637713
SRR11943991,PRJNA637713
SRR11943990,PRJNA637713
SRR11943989,PRJNA637713
SRR11943988,PRJNA637713
SRR11943987,PRJNA637713
SRR11943986,PRJNA637713
SRR11943985,PRJNA637713
SRR11943984,PRJNA637713
SRR11943983,PRJNA637713
SRR11943982,PRJNA637713
SRR11943981,PRJNA637713
SRR11943980,PRJNA637713
SRR11943979,PRJNA637713
SRR11943978,PRJNA637713
SRR11943977,PRJNA637713
SRR11943976,PRJNA637713
SRR11943975,PRJNA637713
SRR11943974,PRJNA637713
SRR11943973,PRJNA637713
SRR11943972,PRJNA637713
SRR11943971,PRJNA637713
SRR11943970,PRJNA637713
SRR11943969,PRJNA637713
SRR11943968,PRJNA637713
SRR11943967,PRJNA637713
SRR11943966,PRJNA637713
SRR11943965,PRJNA637713
SRR11943964,PRJNA637713
SRR11943963,PRJNA637713
SRR11943962,PRJNA637713
SRR11943961,PRJNA637713
SRR11943960,PRJNA637713
SRR11943959,PRJNA637713
SRR11943958,PRJNA637713
SRR11943957,PRJNA637713
SRR11943956,PRJNA637713
SRR11943955,PRJNA637713
SRR11943954,PRJNA637713
SRR11943953,PRJNA637713
SRR11943952,PRJNA637713
SRR11943951,PRJNA637713
SRR11943950,PRJNA637713
SRR11943948,PRJNA637713
SRR11943947,PRJNA637713
SRR11943946,PRJNA637713
SRR11943945,PRJNA637713
SRR11943944,PRJNA637713
SRR11943943,PRJNA637713
SRR11943942,PRJNA637713
SRR11943941,PRJNA637713
SRR11943940,PRJNA637713
SRR11943939,PRJNA637713
SRR11943938,PRJNA637713
SRR11943937,PRJNA637713
SRR11943936,PRJNA637713
SRR11943935,PRJNA637713
SRR11943934,PRJNA637713
SRR11943933,PRJNA637713
SRR11943932,PRJNA637713
SRR11943931,PRJNA637713
SRR11943930,PRJNA637713
SRR11943929,PRJNA637713
SRR11943928,PRJNA637713
SRR11943927,PRJNA637713
SRR11943926,PRJNA637713
SRR11943925,PRJNA637713
SRR11943924,PRJNA637713
SRR11943923,PRJNA637713
SRR11943922,PRJNA637713
SRR11943921,PRJNA637713
SRR11943920,PRJNA637713
SRR11943919,PRJNA637713
SRR11943918,PRJNA637713
SRR11943917,PRJNA637713
SRR11943916,PRJNA637713
SRR11943915,PRJNA637713
SRR11943914,PRJNA637713
SRR11943913,PRJNA637713
SRR11943912,PRJNA637713
SRR11943911,PRJNA637713
SRR11943910,PRJNA637713
SRR11943909,PRJNA637713
SRR11943908,PRJNA637713
SRR11943907,PRJNA637713
SRR11943906,PRJNA637713
SRR11943905,PRJNA637713
SRR11943904,PRJNA637713
SRR11943903,PRJNA637713
SRR11943902,PRJNA637713
SRR11943901,PRJNA637713
SRR11943900,PRJNA637713
SRR11943899,PRJNA637713
SRR11943898,PRJNA637713
SRR11943897,PRJNA637713
SRR11943896,PRJNA637713
SRR11943895,PRJNA637713
SRR11943894,PRJNA637713
SRR11943893,PRJNA637713
SRR11943892,PRJNA637713
SRR11943891,PRJNA637713
SRR11943890,PRJNA637713
SRR11943889,PRJNA637713
SRR11943888,PRJNA637713
SRR11943887,PRJNA637713
SRR11943886,PRJNA637713
SRR11943885,PRJNA637713
SRR11943884,PRJNA637713
SRR11943883,PRJNA637713
SRR11943882,PRJNA637713
SRR11943881,PRJNA637713
SRR11943880,PRJNA637713
SRR11943879,PRJNA637713
SRR11943878,PRJNA637713
SRR11943877,PRJNA637713
SRR11943876,PRJNA637713
SRR11943875,PRJNA637713
SRR11943874,PRJNA637713
SRR11943873,PRJNA637713
SRR11943872,PRJNA637713
SRR11943871,PRJNA637713
SRR11943870,PRJNA637713
SRR11943869,PRJNA637713
SRR11943868,PRJNA637713
SRR11943867,PRJNA637713
SRR11943866,PRJNA637713
SRR11943865,PRJNA637713
SRR11943864,PRJNA637713
SRR11943863,PRJNA637713
SRR11943862,PRJNA637713
SRR11943861,PRJNA637713
SRR11943860,PRJNA637713
SRR11943859,PRJNA637713
SRR11943858,PRJNA637713
SRR11943857,PRJNA637713
SRR11943856,PRJNA637713
SRR11943855,PRJNA637713
SRR11943854,PRJNA637713
SRR11943853,PRJNA637713
SRR11943852,PRJNA637713
SRR11943851,PRJNA637713
SRR11943850,PRJNA637713
SRR11943849,PRJNA637713
SRR11943848,PRJNA637713
SRR11943847,PRJNA637713
SRR11943846,PRJNA637713
SRR11943845,PRJNA637713
SRR11943844,PRJNA637713
SRR11943843,PRJNA637713
SRR11943842,PRJNA637713
SRR11943841,PRJNA637713
SRR11943840,PRJNA637713
SRR11943839,PRJNA637713
SRR11943837,PRJNA637713
SRR11943836,PRJNA637713
SRR11943835,PRJNA637713
SRR11943834,PRJNA637713
SRR11943833,PRJNA637713
SRR11943832,PRJNA637713
SRR11943831,PRJNA637713
SRR11943830,PRJNA637713
SRR11943829,PRJNA637713
SRR11943828,PRJNA637713
SRR11943827,PRJNA637713
SRR11943826,PRJNA637713
SRR11943825,PRJNA637713
SRR11943824,PRJNA637713
SRR11943823,PRJNA637713
SRR11943822,PRJNA637713
SRR11943820,PRJNA637713
SRR11943819,PRJNA637713
SRR11943818,PRJNA637713
SRR11943817,PRJNA637713
SRR11943816,PRJNA637713
SRR11943815,PRJNA637713
SRR11943814,PRJNA637713
SRR11943813,PRJNA637713
SRR11943812,PRJNA637713
SRR11943811,PRJNA637713
SRR11943809,PRJNA637713
SRR11943808,PRJNA637713
SRR11943807,PRJNA637713
SRR11943806,PRJNA637713
SRR11943805,PRJNA637713
SRR11943804,PRJNA637713
SRR11943803,PRJNA637713
SRR11943802,PRJNA637713
SRR11943801,PRJNA637713
SRR11943800,PRJNA637713
SRR11943798,PRJNA637713
SRR11943797,PRJNA637713
SRR11943796,PRJNA637713
SRR11943795,PRJNA637713
SRR11943794,PRJNA637713
SRR11943793,PRJNA637713
SRR11943792,PRJNA637713
SRR11943791,PRJNA637713
SRR11943790,PRJNA637713
SRR11943789,PRJNA637713
SRR11943787,PRJNA637713
SRR11943786,PRJNA637713
SRR11943785,PRJNA637713
SRR11943784,PRJNA637713
SRR11943783,PRJNA637713
SRR11943782,PRJNA637713
SRR11943781,PRJNA637713
SRR11943780,PRJNA637713
SRR11943779,PRJNA637713
SRR11943778,PRJNA637713
SRR11943776,PRJNA637713
SRR11943775,PRJNA637713
SRR11943774,PRJNA637713
SRR11943773,PRJNA637713
SRR11943772,PRJNA637713
SRR11943771,PRJNA637713
SRR11943770,PRJNA637713
SRR11943769,PRJNA637713
SRR11943768,PRJNA637713
SRR11943767,PRJNA637713
SRR11943765,PRJNA637713
SRR11943764,PRJNA637713
SRR11943763,PRJNA637713
SRR11943762,PRJNA637713
SRR11943761,PRJNA637713
SRR11943760,PRJNA637713
SRR11943759,PRJNA637713
SRR11943758,PRJNA637713
SRR11943757,PRJNA637713
SRR11943756,PRJNA637713
SRR13808105,PRJNA637713
SRR13808104,PRJNA637713
SRR13808103,PRJNA637713
SRR13808102,PRJNA637713
SRR13808101,PRJNA637713
SRR13808100,PRJNA637713
SRR13808099,PRJNA637713
SRR13808098,PRJNA637713
SRR13808097,PRJNA637713
SRR13808096,PRJNA637713
SRR13808095,PRJNA637713
SRR13808094,PRJNA637713
SRR13808093,PRJNA637713
SRR13808092,PRJNA637713
SRR13808091,PRJNA637713
SRR13808090,PRJNA637713
SRR13808089,PRJNA637713
SRR13808088,PRJNA637713
SRR13808087,PRJNA637713
SRR13808086,PRJNA637713
SRR13808085,PRJNA637713
SRR13808084,PRJNA637713
SRR13808083,PRJNA637713
SRR13808082,PRJNA637713
SRR13808081,PRJNA637713
SRR13808080,PRJNA637713
SRR13808079,PRJNA637713
SRR13808078,PRJNA637713
SRR13808077,PRJNA637713
SRR13808076,PRJNA637713
SRR13808075,PRJNA637713
SRR13808074,PRJNA637713
SRR13808073,PRJNA637713
SRR13808072,PRJNA637713
SRR13808071,PRJNA637713
SRR13808070,PRJNA637713
SRR13808069,PRJNA637713
SRR13808068,PRJNA637713
SRR13808067,PRJNA637713
SRR13808066,PRJNA637713
SRR13808065,PRJNA637713
SRR13808064,PRJNA637713
SRR13808063,PRJNA637713
SRR13808062,PRJNA637713
SRR13808061,PRJNA637713
SRR13808060,PRJNA637713
SRR13808059,PRJNA637713
SRR13808058,PRJNA637713
SRR13808057,PRJNA637713
SRR13808056,PRJNA637713
SRR13808055,PRJNA637713
SRR13808054,PRJNA637713
SRR13808053,PRJNA637713
SRR13808052,PRJNA637713
SRR13808051,PRJNA637713
SRR13808049,PRJNA637713
SRR13808038,PRJNA637713
SRR13808027,PRJNA637713
SRR13808021,PRJNA637713
SRR12017656,PRJNA639554
SRR12017654,PRJNA639554
SRR12017652,PRJNA639554
SRR12017650,PRJNA639554
SRR12017648,PRJNA639554
SRR12017646,PRJNA639554
SRR12017643,PRJNA639554
SRR12017641,PRJNA639554
SRR12017640,PRJNA639554
SRR12017638,PRJNA639554
SRR12017636,PRJNA639554
SRR12017634,PRJNA639554
SRR12021931,PRJNA639716
SRR12021932,PRJNA639716
SRR12021933,PRJNA639716
SRR12021934,PRJNA639716
SRR12021935,PRJNA639716
SRR12513919,PRJNA640006
SRR12513920,PRJNA640006
SRR12513921,PRJNA640006
SRR12513922,PRJNA640006
SRR12513923,PRJNA640006
SRR12513924,PRJNA640006
SRR12513925,PRJNA640006
SRR12513926,PRJNA640006
SRR12513927,PRJNA640006
SRR12081746,PRJNA641624
SRR12081748,PRJNA641624
SRR12081750,PRJNA641624
SRR12122935,PRJNA643292
SRR12122936,PRJNA643292
SRR12164922,PRJNA644594
SRR12164924,PRJNA644594
SRR12164926,PRJNA644594
SRR12164928,PRJNA644594
SRR12164930,PRJNA644594
SRR12164932,PRJNA644594
SRR12185464,PRJNA645135
SRR12185465,PRJNA645135
SRR12185466,PRJNA645135
SRR12185467,PRJNA645135
SRR12185468,PRJNA645135
SRR12185469,PRJNA645135
SRR12185470,PRJNA645135
SRR12185471,PRJNA645135
SRR12228381,PRJNA646470
SRR12228382,PRJNA646470
SRR12228383,PRJNA646470
SRR12228384,PRJNA646470
SRR12228385,PRJNA646470
SRR12228386,PRJNA646470
SRR12228554,PRJNA646476
SRR12228555,PRJNA646476
SRR12228556,PRJNA646476
SRR12228557,PRJNA646476
SRR12228558,PRJNA646476
SRR12228559,PRJNA646476
SRR12228560,PRJNA646476
SRR12228561,PRJNA646476
SRR12228562,PRJNA646476
SRR12228563,PRJNA646476
SRR12266981,PRJNA647327
SRR12266980,PRJNA647327
SRR12266978,PRJNA647327
SRR12266977,PRJNA647327
SRR12266975,PRJNA647327
SRR12266974,PRJNA647327
SRR12266971,PRJNA647327
SRR12266970,PRJNA647327
SRR12266966,PRJNA647327
SRR12266965,PRJNA647327
SRR12266962,PRJNA647327
SRR12266961,PRJNA647327
SRR12266957,PRJNA647327
SRR12266956,PRJNA647327
SRR12266955,PRJNA647327
SRR12266954,PRJNA647327
SRR12266951,PRJNA647327
SRR12266950,PRJNA647327
SRR12266947,PRJNA647327
SRR12266946,PRJNA647327
SRR12266945,PRJNA647327
SRR12266942,PRJNA647327
SRR12266941,PRJNA647327
SRR12266938,PRJNA647327
SRR12266937,PRJNA647327
SRR12266936,PRJNA647327
SRR12266932,PRJNA647327
SRR12266931,PRJNA647327
SRR12285192,PRJNA647736
SRR12285191,PRJNA647736
SRR12285188,PRJNA647736
SRR12285187,PRJNA647736
SRR12285184,PRJNA647736
SRR12285183,PRJNA647736
SRR12285179,PRJNA647736
SRR12285178,PRJNA647736
SRR12285174,PRJNA647736
SRR12285173,PRJNA647736
SRR12285170,PRJNA647736
SRR12285169,PRJNA647736
SRR12316448,PRJNA648316
SRR12316449,PRJNA648316
SRR12316450,PRJNA648316
SRR12316451,PRJNA648316
SRR12316452,PRJNA648316
SRR12316441,PRJNA648316
SRR12318105,PRJNA648380
SRR12318106,PRJNA648380
SRR12318107,PRJNA648380
SRR12318108,PRJNA648380
SRR12318109,PRJNA648380
SRR12318110,PRJNA648380
SRR12318111,PRJNA648380
SRR12318112,PRJNA648380
SRR12318113,PRJNA648380
SRR12318114,PRJNA648380
SRR12318115,PRJNA648380
SRR12318116,PRJNA648380
SRR12318117,PRJNA648380
SRR12318118,PRJNA648380
SRR12318326,PRJNA648398
SRR12318327,PRJNA648398
SRR12318328,PRJNA648398
SRR12318329,PRJNA648398
SRR12318330,PRJNA648398
SRR12318331,PRJNA648398
SRR12318332,PRJNA648398
SRR12318333,PRJNA648398
SRR12318334,PRJNA648398
SRR12318335,PRJNA648398
SRR12333532,PRJNA649003
SRR12333533,PRJNA649003
SRR12333534,PRJNA649003
SRR12333535,PRJNA649003
SRR12333536,PRJNA649003
SRR12333537,PRJNA649003
SRR12333538,PRJNA649003
SRR12333531,PRJNA649003
SRR12333553,PRJNA649002
SRR12333554,PRJNA649002
SRR12333555,PRJNA649002
SRR12333556,PRJNA649002
SRR12333557,PRJNA649002
SRR12333558,PRJNA649002
SRR12333562,PRJNA649002
SRR12333563,PRJNA649002
SRR12333564,PRJNA649002
SRR12333572,PRJNA649002
SRR12333573,PRJNA649002
SRR12333574,PRJNA649002
SRR14119936,PRJNA718868
SRR14119937,PRJNA718868
SRR14119938,PRJNA718868
SRR14195990,PRJNA720892
SRR14195991,PRJNA720892
SRR14195992,PRJNA720892
SRR14195993,PRJNA720892
SRR14195994,PRJNA720892
SRR14195995,PRJNA720892
SRR14195996,PRJNA720892
SRR12333571,PRJNA649002
SRR12333575,PRJNA649002
SRR12333576,PRJNA649002
SRR12343700,PRJNA649426
SRR12343699,PRJNA649426
SRR12343696,PRJNA649426
SRR12343695,PRJNA649426
SRR12343694,PRJNA649426
SRR12343690,PRJNA649426
SRR12343689,PRJNA649426
SRR12343688,PRJNA649426
SRR12343687,PRJNA649426
SRR12343683,PRJNA649426
SRR12343682,PRJNA649426
SRR12343681,PRJNA649426
SRR12343676,PRJNA649426
SRR12343675,PRJNA649426
SRR12343674,PRJNA649426
SRR12343670,PRJNA649426
SRR12343669,PRJNA649426
SRR12343668,PRJNA649426
SRR12343663,PRJNA649426
SRR12343662,PRJNA649426
SRR12343661,PRJNA649426
SRR12343657,PRJNA649426
SRR12343656,PRJNA649426
SRR12343654,PRJNA649426
SRR12343650,PRJNA649426
SRR12343649,PRJNA649426
SRR12343648,PRJNA649426
SRR12343644,PRJNA649426
SRR12343643,PRJNA649426
SRR12343642,PRJNA649426
SRR12343641,PRJNA649426
SRR12343637,PRJNA649426
SRR12343636,PRJNA649426
SRR12343635,PRJNA649426
SRR12343633,PRJNA649426
SRR12343630,PRJNA649426
SRR12343757,PRJNA649449
SRR12343758,PRJNA649449
SRR16492701,PRJNA649449
SRR16492702,PRJNA649449
SRR16492703,PRJNA649449
SRR17096848,PRJNA649751
SRR17096851,PRJNA649751
SRR12381711,PRJNA654277
SRR12381709,PRJNA654277
SRR12391503,PRJNA655417
SRR12391506,PRJNA655417
SRR12391509,PRJNA655417
SRR12391512,PRJNA655417
SRR12391515,PRJNA655417
SRR12391518,PRJNA655417
SRR12391521,PRJNA655417
SRR12391524,PRJNA655417
SRR12391527,PRJNA655417
SRR12391530,PRJNA655417
SRR12391533,PRJNA655417
SRR12391536,PRJNA655417
SRR12407382,PRJNA655835
SRR12407383,PRJNA655835
SRR12407384,PRJNA655835
SRR12407385,PRJNA655835
SRR12414240,PRJNA655955
SRR12414241,PRJNA655955
SRR12414242,PRJNA655955
SRR12414243,PRJNA655955
SRR12415945,PRJNA656190
SRR12415946,PRJNA656190
SRR12494969,PRJNA658654
SRR12494970,PRJNA658654
SRR12494971,PRJNA658654
SRR12494972,PRJNA658654
SRR12494973,PRJNA658654
SRR12494974,PRJNA658654
SRR12494975,PRJNA658654
SRR12494976,PRJNA658654
SRR12494977,PRJNA658654
SRR12494978,PRJNA658654
SRR12494979,PRJNA658654
SRR12494980,PRJNA658654
SRR12494988,PRJNA658654
SRR12507493,PRJNA658965
SRR12507494,PRJNA658965
SRR12507495,PRJNA658965
SRR12507496,PRJNA658965
SRR12507497,PRJNA658965
SRR12507498,PRJNA658965
SRR12510856,PRJNA659038
SRR12510858,PRJNA659038
SRR12510860,PRJNA659038
SRR12510862,PRJNA659038
SRR12540267,PRJNA660002
SRR12540268,PRJNA660002
SRR12540269,PRJNA660002
SRR12540270,PRJNA660002
SRR12540271,PRJNA660002
SRR12540272,PRJNA660002
SRR12540273,PRJNA660002
SRR12540274,PRJNA660002
SRR12581851,PRJNA661275
SRR12581852,PRJNA661275
SRR12581853,PRJNA661275
SRR12581854,PRJNA661275
SRR12581855,PRJNA661275
SRR12581856,PRJNA661275
SRR12594201,PRJNA661558
SRR12594202,PRJNA661558
SRR12594203,PRJNA661558
SRR12594204,PRJNA661558
SRR12594205,PRJNA661558
SRR12594206,PRJNA661558
SRR12594207,PRJNA661558
SRR12594208,PRJNA661558
SRR12594209,PRJNA661558
SRR12594210,PRJNA661558
SRR12594211,PRJNA661558
SRR12594212,PRJNA661558
SRR12594213,PRJNA661558
SRR12594214,PRJNA661558
SRR12594215,PRJNA661558
SRR12594216,PRJNA661558
SRR12594217,PRJNA661558
SRR12594218,PRJNA661558
SRR12637801,PRJNA663319
SRR12637802,PRJNA663319
SRR12637803,PRJNA663319
SRR12637804,PRJNA663319
SRR14295622,PRJNA663319
SRR12637806,PRJNA663319
SRR12637807,PRJNA663319
SRR12637808,PRJNA663319
SRR12637809,PRJNA663319
SRR12651177,PRJNA663848
SRR12651178,PRJNA663848
SRR12651179,PRJNA663848
SRR12651180,PRJNA663848
SRR12651181,PRJNA663848
SRR12651182,PRJNA663848
SRR12651183,PRJNA663848
SRR12651184,PRJNA663848
SRR12651185,PRJNA663848
SRR12651186,PRJNA663848
SRR12651187,PRJNA663848
SRR12651188,PRJNA663848
SRR12651189,PRJNA663848
SRR12651190,PRJNA663848
SRR12651191,PRJNA663848
SRR12651192,PRJNA663848
SRR12651193,PRJNA663848
SRR12651194,PRJNA663848
SRR12651195,PRJNA663848
SRR12651196,PRJNA663848
SRR12651197,PRJNA663848
SRR12651198,PRJNA663848
SRR12651199,PRJNA663848
SRR12651200,PRJNA663848
SRR12651201,PRJNA663848
SRR12651202,PRJNA663848
SRR12651203,PRJNA663848
SRR12651204,PRJNA663848
SRR12651205,PRJNA663848
SRR12651206,PRJNA663848
SRR12660718,PRJNA664109
SRR12660720,PRJNA664109
SRR12660722,PRJNA664109
SRR12660724,PRJNA664109
SRR12660872,PRJNA664116
SRR12660873,PRJNA664116
SRR12660874,PRJNA664116
SRR12660880,PRJNA664116
SRR12660881,PRJNA664116
SRR12660882,PRJNA664116
SRR12693492,PRJNA665035
SRR12693493,PRJNA665035
SRR12693494,PRJNA665035
SRR12693495,PRJNA665035
SRR12693496,PRJNA665035
SRR12693497,PRJNA665035
SRR12693498,PRJNA665035
SRR12693499,PRJNA665035
SRR12693500,PRJNA665035
SRR14667085,PRJNA665035
SRR14667086,PRJNA665035
SRR14667087,PRJNA665035
SRR14667088,PRJNA665035
SRR14667089,PRJNA665035
SRR14667090,PRJNA665035
SRR12730631,PRJNA666167
SRR12730632,PRJNA666167
SRR12730633,PRJNA666167
SRR12730634,PRJNA666167
SRR12730635,PRJNA666167
SRR12730636,PRJNA666167
SRR12730637,PRJNA666167
SRR12730638,PRJNA666167
SRR12758951,PRJNA666888
SRR12758952,PRJNA666888
SRR12758953,PRJNA666888
SRR12758954,PRJNA666888
SRR12758955,PRJNA666888
SRR12758956,PRJNA666888
SRR12758957,PRJNA666888
SRR12758958,PRJNA666888
SRR12758959,PRJNA666888
SRR12758960,PRJNA666888
SRR12763773,PRJNA666973
SRR12763772,PRJNA666973
SRR12763765,PRJNA666973
SRR12763764,PRJNA666973
SRR12763763,PRJNA666973
SRR12763762,PRJNA666973
SRR12764729,PRJNA667051
SRR12764730,PRJNA667051
SRR12764731,PRJNA667051
SRR12764732,PRJNA667051
SRR12764733,PRJNA667051
SRR12764734,PRJNA667051
SRR12764735,PRJNA667051
SRR12764736,PRJNA667051
SRR12764737,PRJNA667051
SRR12764738,PRJNA667051
SRR12764739,PRJNA667051
SRR12764740,PRJNA667051
SRR12764753,PRJNA667051
SRR12764754,PRJNA667051
SRR12764755,PRJNA667051
SRR12764756,PRJNA667051
SRR12764757,PRJNA667051
SRR12764758,PRJNA667051
SRR12764759,PRJNA667051
SRR12764760,PRJNA667051
SRR12764761,PRJNA667051
SRR12764762,PRJNA667051
SRR12764763,PRJNA667051
SRR12764764,PRJNA667051
SRR12764777,PRJNA667051
SRR12764778,PRJNA667051
SRR12764779,PRJNA667051
SRR12764780,PRJNA667051
SRR12764781,PRJNA667051
SRR12764782,PRJNA667051
SRR12764783,PRJNA667051
SRR12764784,PRJNA667051
SRR12764785,PRJNA667051
SRR12764786,PRJNA667051
SRR12764787,PRJNA667051
SRR12764788,PRJNA667051
SRR12764797,PRJNA667051
SRR12764798,PRJNA667051
SRR12764799,PRJNA667051
SRR12764800,PRJNA667051
SRR12764801,PRJNA667051
SRR12764802,PRJNA667051
SRR12764803,PRJNA667051
SRR12764804,PRJNA667051
SRR12764809,PRJNA667051
SRR12764810,PRJNA667051
SRR12764811,PRJNA667051
SRR12764812,PRJNA667051
SRR15324684,PRJNA667051
SRR15324685,PRJNA667051
SRR15324686,PRJNA667051
SRR15324687,PRJNA667051
SRR15324688,PRJNA667051
SRR15324714,PRJNA667051
SRR15324715,PRJNA667051
SRR15324716,PRJNA667051
SRR15324717,PRJNA667051
SRR15324718,PRJNA667051
SRR15324719,PRJNA667051
SRR15324720,PRJNA667051
SRR15324721,PRJNA667051
SRR15324722,PRJNA667051
SRR15324723,PRJNA667051
SRR15324724,PRJNA667051
SRR15324725,PRJNA667051
SRR15324726,PRJNA667051
SRR15324727,PRJNA667051
SRR15324728,PRJNA667051
SRR15324729,PRJNA667051
SRR15324730,PRJNA667051
SRR15324731,PRJNA667051
SRR15324732,PRJNA667051
SRR15324733,PRJNA667051
SRR15324734,PRJNA667051
SRR15324735,PRJNA667051
SRR15324736,PRJNA667051
SRR15324737,PRJNA667051
SRR15324738,PRJNA667051
SRR12765229,PRJNA667075
SRR12765228,PRJNA667075
SRR12765227,PRJNA667075
SRR12765226,PRJNA667075
SRR12765225,PRJNA667075
SRR12765224,PRJNA667075
SRR12765223,PRJNA667075
SRR12765222,PRJNA667075
SRR12765221,PRJNA667075
SRR12765220,PRJNA667075
SRR12765219,PRJNA667075
SRR12765218,PRJNA667075
SRR12765217,PRJNA667075
SRR12765216,PRJNA667075
SRR12765215,PRJNA667075
SRR12765214,PRJNA667075
SRR12765213,PRJNA667075
SRR12765212,PRJNA667075
SRR12765211,PRJNA667075
SRR12765210,PRJNA667075
SRR12765209,PRJNA667075
SRR12765208,PRJNA667075
SRR12765207,PRJNA667075
SRR12765206,PRJNA667075
SRR12765195,PRJNA667075
SRR12765184,PRJNA667075
SRR12765173,PRJNA667075
SRR12765172,PRJNA667075
SRR12765171,PRJNA667075
SRR12765170,PRJNA667075
SRR12790129,PRJNA667952
SRR12790130,PRJNA667952
SRR12790133,PRJNA667952
SRR12790134,PRJNA667952
SRR12790137,PRJNA667952
SRR12790138,PRJNA667952
SRR12790141,PRJNA667952
SRR12790142,PRJNA667952
SRR12790145,PRJNA667952
SRR12790146,PRJNA667952
SRR12790149,PRJNA667952
SRR12790150,PRJNA667952
SRR12790153,PRJNA667952
SRR12790154,PRJNA667952
SRR12790157,PRJNA667952
SRR12790158,PRJNA667952
SRR12804082,PRJNA668372
SRR12804083,PRJNA668372
SRR12804084,PRJNA668372
SRR12804085,PRJNA668372
SRR12804086,PRJNA668372
SRR12804087,PRJNA668372
SRR12804088,PRJNA668372
SRR12804089,PRJNA668372
SRR12804090,PRJNA668372
SRR12804091,PRJNA668372
SRR12804092,PRJNA668372
SRR12804093,PRJNA668372
SRR12804094,PRJNA668372
SRR12804095,PRJNA668372
SRR12804096,PRJNA668372
SRR12804097,PRJNA668372
SRR12804098,PRJNA668372
SRR12804099,PRJNA668372
SRR12804100,PRJNA668372
SRR12804101,PRJNA668372
SRR12804261,PRJNA668384
SRR12804262,PRJNA668384
SRR12874342,PRJNA670552
SRR12874341,PRJNA670552
SRR12874340,PRJNA670552
SRR12993020,PRJNA674837
SRR12993021,PRJNA674837
SRR12993022,PRJNA674837
SRR12993026,PRJNA674837
SRR12993027,PRJNA674837
